Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Document ChEMBL ID,Smiles (RDKit Mol)
CHEMBL2437462,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,IC50,'=',1.21,nM,CHEMBL2434822,
CHEMBL2437486,CN(C)C/C=C/C(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)c1,IC50,'=',115.0,nM,CHEMBL2434822,
CHEMBL2437482,C=CC(=O)Oc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)cc1,IC50,'=',60.4,nM,CHEMBL2434822,
CHEMBL2437479,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)c1,IC50,'=',13.8,nM,CHEMBL2434822,
CHEMBL2437460,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCOCC5)cc4)nc32)c1,IC50,'=',6.95,nM,CHEMBL2434822,
CHEMBL2437458,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(Cl)cc4)nc32)c1,IC50,'=',47.1,nM,CHEMBL2434822,
CHEMBL2437463,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCCC5)cc4)nc32)c1,IC50,'=',15.7,nM,CHEMBL2434822,
CHEMBL2437488,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)c1,IC50,'=',12.8,nM,CHEMBL2434822,
CHEMBL2437471,C=CC(=O)Nc1cccc(-n2c(=O)c(C)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,IC50,'=',5.29,nM,CHEMBL2434822,
CHEMBL2437483,COc1ccc(Nc2ncc3ncc(=O)n(-c4ccc(NC(=O)/C=C/CN(C)C)cc4)c3n2)cc1,IC50,'=',59.1,nM,CHEMBL2434822,
CHEMBL2437466,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(NC(C)=O)cc4)nc32)c1,IC50,'=',12.5,nM,CHEMBL2434822,
CHEMBL2437467,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(C(N)=O)cc4)nc32)c1,IC50,'=',12.1,nM,CHEMBL2434822,
CHEMBL2437468,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc1,IC50,'=',395.0,nM,CHEMBL2434822,
CHEMBL2437464,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCC5)cc4)nc32)c1,IC50,'=',15.3,nM,CHEMBL2434822,
CHEMBL2437465,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N(CC)CC)cc4)nc32)c1,IC50,'=',14.5,nM,CHEMBL2434822,
CHEMBL2441568,Fc1ccc(Nc2ncnc3cc4c(cc23)NCCO4)cc1Cl,IC50,'=',1.29,nM,CHEMBL2440024,
CHEMBL3098325,COc1cc2nc(Cl)nc(Nc3ccc(C(N)=O)cc3)c2cc1OC,IC50,'=',900.0,nM,CHEMBL3098085,
CHEMBL3219135,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(Cl)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',37.37,nM,CHEMBL3217539,
CHEMBL3219348,C=CC(=O)Nc1cccc(N2C(=O)CN(Cc3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',6.26,nM,CHEMBL3217539,
CHEMBL3219130,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)CC)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',10.18,nM,CHEMBL3217539,
CHEMBL3219133,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',4.68,nM,CHEMBL3217539,
CHEMBL3219134,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(OC)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',33.95,nM,CHEMBL3217539,
CHEMBL3219132,C=CC(=O)Nc1cccc(N2C(=O)CN(c3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',6.99,nM,CHEMBL3217539,
CHEMBL3219125,C=CC(=O)Nc1cccc(N2C(=O)CN(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',9.14,nM,CHEMBL3217539,
CHEMBL3219128,C=CC(=O)Nc1cccc(N2C(=O)C(C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',22.12,nM,CHEMBL3217539,
CHEMBL3219127,C=CC(=O)Nc1cccc(N2C(=O)C3CCCCN3C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',2.45,nM,CHEMBL3217539,
CHEMBL3219129,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',24.83,nM,CHEMBL3217539,
CHEMBL3219347,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',5.78,nM,CHEMBL3217539,
CHEMBL3219131,C=CC(=O)Nc1cccc(N2C(=O)C(c3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',77.19,nM,CHEMBL3217539,
CHEMBL3219126,C=CC(=O)Nc1cccc(N2C(=O)C3CCCN3C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'>',1000.0,nM,CHEMBL3217539,
CHEMBL3218347,CCC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,IC50,'<',1.0,nM,CHEMBL3217690,
CHEMBL3218346,C=CC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,IC50,'<',1.0,nM,CHEMBL3217690,
CHEMBL3357634,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,IC50,'=',0.2,nM,CHEMBL3351667,
CHEMBL3357654,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,IC50,'=',2.6,nM,CHEMBL3351667,
CHEMBL3352869,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,IC50,'=',1.3,nM,CHEMBL3351667,
CHEMBL3357640,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCOCC1,IC50,'=',1.0,nM,CHEMBL3351667,
CHEMBL3357641,CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,'=',0.16,nM,CHEMBL3351667,
CHEMBL3357655,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,IC50,'=',5.0,nM,CHEMBL3351667,
CHEMBL3357649,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,IC50,'=',1.56,nM,CHEMBL3351667,
CHEMBL3357635,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,IC50,'=',0.27,nM,CHEMBL3351667,
CHEMBL3357650,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,IC50,'=',4.5,nM,CHEMBL3351667,
CHEMBL3357637,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,IC50,'=',0.18,nM,CHEMBL3351667,
CHEMBL3357638,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,IC50,'=',0.89,nM,CHEMBL3351667,
CHEMBL3357647,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,IC50,'=',12.9,nM,CHEMBL3351667,
CHEMBL3357645,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCCCC1,IC50,'=',2.6,nM,CHEMBL3351667,
CHEMBL3357644,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCOCC1,IC50,'=',0.3,nM,CHEMBL3351667,
CHEMBL3357651,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,IC50,'=',9.5,nM,CHEMBL3351667,
CHEMBL3357648,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1,IC50,'=',39.2,nM,CHEMBL3351667,
CHEMBL3357642,CN(C)C/C=C(/F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,'=',0.31,nM,CHEMBL3351667,
CHEMBL3357653,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,IC50,'=',11.2,nM,CHEMBL3351667,
CHEMBL3357639,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1,IC50,'=',0.26,nM,CHEMBL3351667,
CHEMBL3357652,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,IC50,'=',3.6,nM,CHEMBL3351667,
CHEMBL3357646,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCCCC1,IC50,'=',2.55,nM,CHEMBL3351667,
CHEMBL3357636,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1,IC50,'=',0.67,nM,CHEMBL3351667,
CHEMBL3357643,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1,IC50,'=',0.53,nM,CHEMBL3351667,
CHEMBL3355878,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.66,nM,CHEMBL3351739,
CHEMBL3355888,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn1c([N+](=O)[O-])cnc1C,IC50,'=',3.43,nM,CHEMBL3351739,
CHEMBL3355880,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1,IC50,'=',0.56,nM,CHEMBL3351739,
CHEMBL3355889,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1c([N+](=O)[O-])cnc1C,IC50,'=',0.53,nM,CHEMBL3351739,
CHEMBL3355874,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.89,nM,CHEMBL3351739,
CHEMBL3355887,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1c([N+](=O)[O-])cnc1C,IC50,'=',4.9,nM,CHEMBL3351739,
CHEMBL3355876,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.51,nM,CHEMBL3351739,
CHEMBL3355881,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,IC50,'=',0.49,nM,CHEMBL3351739,
CHEMBL3355882,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,IC50,'=',0.5,nM,CHEMBL3351739,
CHEMBL3355883,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-],IC50,'=',38.3,nM,CHEMBL3351739,
CHEMBL3355886,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',15.1,nM,CHEMBL3351739,
CHEMBL3355873,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1ccnc1[N+](=O)[O-],IC50,'=',3.05,nM,CHEMBL3351739,
CHEMBL3355890,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1c([N+](=O)[O-])cnc1C,IC50,'=',1.18,nM,CHEMBL3351739,
CHEMBL3355877,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.32,nM,CHEMBL3351739,
CHEMBL3355884,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-],IC50,'=',28.5,nM,CHEMBL3351739,
CHEMBL3355879,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCn4ccnc4[N+](=O)[O-])cc23)c1,IC50,'=',1.08,nM,CHEMBL3351739,
CHEMBL3355875,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.47,nM,CHEMBL3351739,
CHEMBL3355885,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',51.2,nM,CHEMBL3351739,
CHEMBL3360604,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.52,nM,CHEMBL3352011,
CHEMBL3360616,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],IC50,'=',20.1,nM,CHEMBL3352011,
CHEMBL3360610,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,IC50,'=',0.57,nM,CHEMBL3352011,
CHEMBL3360603,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.31,nM,CHEMBL3352011,
CHEMBL3360606,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],IC50,'=',0.32,nM,CHEMBL3352011,
CHEMBL3360613,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],IC50,'=',11.9,nM,CHEMBL3352011,
CHEMBL3360618,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.37,nM,CHEMBL3352011,
CHEMBL3360620,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],IC50,'=',0.82,nM,CHEMBL3352011,
CHEMBL3360609,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,IC50,'=',0.47,nM,CHEMBL3352011,
CHEMBL3360611,C#Cc1cccc(Nc2ncnc3cc(OCCOCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,IC50,'=',0.54,nM,CHEMBL3352011,
CHEMBL3360607,C#Cc1cccc(Nc2ncnc3cc(OCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,IC50,'=',0.65,nM,CHEMBL3352011,
CHEMBL3360617,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.49,nM,CHEMBL3352011,
CHEMBL3360602,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.77,nM,CHEMBL3352011,
CHEMBL3360614,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',16.6,nM,CHEMBL3352011,
CHEMBL3360619,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.33,nM,CHEMBL3352011,
CHEMBL3360605,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',1.44,nM,CHEMBL3352011,
CHEMBL3360612,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],IC50,'=',30.5,nM,CHEMBL3352011,
CHEMBL3352899,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.78,nM,CHEMBL3352011,
CHEMBL3360615,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCCCCn1ccnc1[N+](=O)[O-],IC50,'=',35.5,nM,CHEMBL3352011,
CHEMBL3360608,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,IC50,'=',0.26,nM,CHEMBL3352011,
CHEMBL3601223,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,IC50,'=',409.0,nM,CHEMBL3600288,
CHEMBL3633349,C=CC(=O)Nc1cccc(-n2c3nc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)ncc3c(=O)n3ccnc23)c1,Kd,'=',310.0,nM,CHEMBL3632511,
CHEMBL3633152,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(OCCN(C)C)cc4OC)nc32)c1,Kd,'=',220.0,nM,CHEMBL3632511,
CHEMBL3735638,Cc1nc2cnc(Nc3ccnc(N4CCC(C)(C(N)=O)C4)n3)cc2n1C(C)C,Ki,'=',681.0,nM,CHEMBL3734664,
CHEMBL3735474,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1(F)F,Ki,'=',249.0,nM,CHEMBL3734664,
CHEMBL3736121,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc([C@@H](C)O)n4[C@H](C)C(F)(F)F)n2)C[C@H]1F,Ki,'=',122.0,nM,CHEMBL3734664,
CHEMBL3734988,C[C@@H](O)c1nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc2n1[C@H](C)C(F)(F)F,Ki,'=',313.0,nM,CHEMBL3734664,
CHEMBL3734786,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)C(F)(F)C4)n3)cc2n1C(C)C,Ki,'>',403.0,nM,CHEMBL3734664,
CHEMBL3736181,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)C[C@@H]1F,Ki,'=',540.0,nM,CHEMBL3734664,
CHEMBL3734934,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21,Ki,'>',0.53,nM,CHEMBL3734664,
CHEMBL3734933,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)C[C@H]1F,Ki,'=',150.0,nM,CHEMBL3734664,
CHEMBL3734877,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1,Ki,'=',400.0,nM,CHEMBL3734664,
CHEMBL3735892,Cc1nc2cnc(Nc3ccnc(OCC(C)(C)C(N)=O)n3)cc2n1C(C)C,Ki,'>',440.0,nM,CHEMBL3734664,
CHEMBL3736508,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1,Ki,'=',875.0,nM,CHEMBL3734664,
CHEMBL3735689,Cc1nc2cnc(Nc3ccnc(NCC(C)(C)C(N)=O)n3)cc2n1C(C)C,Ki,'=',390.0,nM,CHEMBL3734664,
CHEMBL3758739,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3C(F)F)nc21,Ki,'=',6.5,nM,CHEMBL3758169,
CHEMBL3758502,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',0.6,nM,CHEMBL3758169,
CHEMBL3758602,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',1.5,nM,CHEMBL3758169,
CHEMBL3759096,Cn1nccc1-c1nc(Nc2n[nH]c3ccccc23)c2c(n1)C(C)(C)OC2,Ki,'=',1.1,nM,CHEMBL3758169,
CHEMBL3765263,COc1cc2ncnc(Nc3cccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCCN1CCOCC1,IC50,'=',1.12,nM,CHEMBL3763063,
CHEMBL3765815,COCCOc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCOC,IC50,'=',9.61,nM,CHEMBL3763063,
CHEMBL3763757,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(OC)c3)c2cc1OCCOC,IC50,'=',5.94,nM,CHEMBL3763063,
CHEMBL3764589,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(C)c3)c2cc1OCCOC,IC50,'=',2.92,nM,CHEMBL3763063,
CHEMBL3764603,COCCOc1cc2ncnc(Nc3cccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCOC,IC50,'=',1.63,nM,CHEMBL3763063,
CHEMBL3765425,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCCN1CCOCC1,IC50,'=',4.71,nM,CHEMBL3763063,
CHEMBL3763627,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCCN1CCOCC1,IC50,'=',2.01,nM,CHEMBL3763063,
CHEMBL3765789,COc1cc2ncnc(Nc3cccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCCN1CCOCC1,IC50,'=',3.11,nM,CHEMBL3763063,
CHEMBL3763796,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCOC,IC50,'=',5.01,nM,CHEMBL3763063,
CHEMBL3763405,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,'=',6.42,nM,CHEMBL3763063,
CHEMBL3764312,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3C)c2cc1OCCOC,IC50,'=',4.52,nM,CHEMBL3763063,
CHEMBL3763701,COc1cc2ncnc(Nc3cc(C(=O)NC45CC6CC(CC(C6)C4)C5)ccc3C)c2cc1OCCCN1CCOCC1,IC50,'=',15.4,nM,CHEMBL3763063,
CHEMBL3804868,CCOc1cc2ncnc(Nc3ccc(C)c(Cl)c3)c2c2c1OCCO2,IC50,'=',6.7,nM,CHEMBL3804755,
CHEMBL3805283,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,IC50,'=',29.1,nM,CHEMBL3804755,
CHEMBL3806248,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,IC50,'=',2.0,nM,CHEMBL3804755,
CHEMBL3806172,CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,'=',232.3,nM,CHEMBL3804755,
CHEMBL3805475,COc1ccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)cc1[N+](=O)[O-],IC50,'>',1000.0,nM,CHEMBL3804755,
CHEMBL3805089,Cc1ccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)cc1[N+](=O)[O-],IC50,'=',184.5,nM,CHEMBL3804755,
CHEMBL3805775,COCC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,IC50,'=',247.2,nM,CHEMBL3804755,
CHEMBL3805236,C#Cc1cccc(Nc2ncnc3cc(OC)c4c(c23)OCCO4)c1,IC50,'=',10.9,nM,CHEMBL3804755,
CHEMBL3806200,COCCOc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,'=',36.2,nM,CHEMBL3804755,
CHEMBL3806005,COCCOc1cc2ncnc(Nc3ccc(F)cc3)c2c2c1OCCO2,IC50,'=',200.3,nM,CHEMBL3804755,
CHEMBL3804886,Fc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1,IC50,'=',83.88,nM,CHEMBL3804755,
CHEMBL3805584,C#Cc1cccc(Nc2ncnc3cc(OC(C)COC)c4c(c23)OCCO4)c1,IC50,'=',473.6,nM,CHEMBL3804755,
CHEMBL3805280,COCCOc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2c2c1OCCO2,IC50,'=',387.8,nM,CHEMBL3804755,
CHEMBL3806143,Brc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1,IC50,'=',18.48,nM,CHEMBL3804755,
CHEMBL3805859,CCOc1cc2ncnc(Nc3ccc(C)cc3)c2c2c1OCCO2,IC50,'=',3.6,nM,CHEMBL3804755,
CHEMBL3806110,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,IC50,'=',13.1,nM,CHEMBL3804755,
CHEMBL3805260,CCOC(C)Oc1cc2ncnc(Nc3ccc(C)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,'=',363.3,nM,CHEMBL3804755,
CHEMBL3806170,C#Cc1cccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)c1,IC50,'=',16.7,nM,CHEMBL3804755,
CHEMBL3805325,C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)c1,IC50,'=',27.3,nM,CHEMBL3804755,
CHEMBL3805177,CC(C)Oc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,'=',102.6,nM,CHEMBL3804755,
CHEMBL3805238,CCOc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,'=',9.7,nM,CHEMBL3804755,
CHEMBL3806145,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)c1,IC50,'=',57.8,nM,CHEMBL3804755,
